"Survival Summary Page","2004","36 mo",3498,22.25,23.96,36.7%,94.7%,38.8%,0.8%,0.9%,35.1%,38.3%,37.1%,40.5%
"Survival Summary Page","2004","48 mo",3498,22.25,23.96,28.3%,92.9%,30.5%,0.8%,0.8%,26.8%,29.8%,28.9%,32.1%
"Survival Summary Page","2004","60 mo",3498,22.25,23.96,22.6%,91.2%,24.8%,0.7%,0.8%,21.3%,24.0%,23.3%,26.3%
"Survival Summary Page","2005","12 mo",3643,24.09,25.94,65.2%,98.1%,66.5%,0.8%,0.8%,63.6%,66.7%,64.9%,68.0%
"Survival Summary Page","2005","24 mo",3643,24.09,25.94,50.1%,96.3%,52.0%,0.8%,0.9%,48.5%,51.7%,50.3%,53.7%
"Survival Summary Page","2005","36 mo",3643,24.09,25.94,38.6%,94.6%,40.8%,0.8%,0.9%,37.0%,40.2%,39.1%,42.5%
"Survival Summary Page","2005","48 mo",3643,24.09,25.94,29.7%,92.9%,32.0%,0.8%,0.8%,28.2%,31.2%,30.4%,33.6%
"Survival Summary Page","2005","60 mo",3643,24.09,25.94,23.9%,91.2%,26.2%,0.7%,0.8%,22.5%,25.3%,24.7%,27.7%
"Survival Summary Page","2006","12 mo",3638,25.36,27.28,66.8%,98.2%,68.0%,0.8%,0.8%,65.2%,68.3%,66.4%,69.5%
"Survival Summary Page","2006","24 mo",3638,25.36,27.28,51.4%,96.5%,53.3%,0.8%,0.9%,49.8%,53.0%,51.6%,55.0%
"Survival Summary Page","2006","36 mo",3638,25.36,27.28,39.5%,94.9%,41.6%,0.8%,0.9%,37.9%,41.1%,40.0%,43.3%
"Survival Summary Page","2006","48 mo",3638,25.36,27.28,30.6%,93.4%,32.8%,0.8%,0.8%,29.1%,32.1%,31.2%,34.4%
"Survival Summary Page","2006","60 mo",3638,25.36,27.28,24.2%,91.9%,26.4%,0.7%,0.8%,22.9%,25.7%,24.9%,27.9%
"Survival Summary Page","2007","12 mo",3830,26.83,28.72,67.8%,98.3%,69.0%,0.8%,0.8%,66.3%,69.3%,67.4%,70.4%
"Survival Summary Page","2007","24 mo",3830,26.83,28.72,53.1%,96.8%,54.8%,0.8%,0.8%,51.5%,54.6%,53.2%,56.4%
"Survival Summary Page","2007","36 mo",3830,26.83,28.72,41.6%,95.4%,43.6%,0.8%,0.8%,40.0%,43.2%,42.0%,45.3%
"Survival Summary Page","2007","48 mo",3830,26.83,28.72,33.4%,94.0%,35.5%,0.8%,0.8%,31.9%,34.9%,33.9%,37.1%
"Survival Summary Page","2007","60 mo",3830,26.83,28.72,27.1%,92.5%,29.3%,0.7%,0.8%,25.7%,28.6%,27.8%,30.9%
"Survival Summary Page","2008","12 mo",3955,27.21,28.91,69.3%,98.4%,70.4%,0.7%,0.7%,67.8%,70.7%,68.9%,71.8%
"Survival Summary Page","2008","24 mo",3955,27.21,28.91,53.4%,97.0%,55.1%,0.8%,0.8%,51.9%,55.0%,53.5%,56.7%
"Survival Summary Page","2008","36 mo",3955,27.21,28.91,41.4%,95.6%,43.3%,0.8%,0.8%,39.9%,42.9%,41.7%,44.9%
"Survival Summary Page","2008","48 mo",3955,27.21,28.91,33.4%,94.1%,35.5%,0.8%,0.8%,31.9%,34.9%,33.9%,37.0%
"Survival Summary Page","2008","60 mo",3955,27.21,28.91,27.4%,92.6%,29.5%,0.7%,0.8%,26.0%,28.8%,28.0%,31.0%
"Survival Summary Page","2009","12 mo",4043,26.28,28.16,69.0%,98.4%,70.1%,0.7%,0.7%,67.6%,70.4%,68.7%,71.6%
"Survival Summary Page","2009","24 mo",4043,26.28,28.16,52.5%,96.9%,54.2%,0.8%,0.8%,50.9%,54.0%,52.6%,55.7%
"Survival Summary Page","2009","36 mo",4043,26.28,28.16,41.0%,95.3%,43.0%,0.8%,0.8%,39.5%,42.5%,41.4%,44.6%
"Survival Summary Page","2009","48 mo",4043,26.28,28.16,31.6%,93.7%,33.8%,0.7%,0.8%,30.2%,33.1%,32.2%,35.3%
"Survival Summary Page","2009","60 mo",4043,26.28,28.16,26.2%,92.2%,28.4%,0.7%,0.8%,24.8%,27.5%,26.9%,29.9%
"Survival Summary Page","2010","12 mo",4232,26.21,27.90,68.4%,98.4%,69.5%,0.7%,0.7%,67.0%,69.8%,68.0%,70.9%
"Survival Summary Page","2010","24 mo",4232,26.21,27.90,52.6%,96.9%,54.2%,0.8%,0.8%,51.1%,54.1%,52.7%,55.8%
"Survival Summary Page","2010","36 mo",4232,26.21,27.90,41.5%,95.5%,43.5%,0.8%,0.8%,40.0%,43.0%,41.9%,45.0%
"Survival Summary Page","2010","48 mo",4232,26.21,27.90,32.5%,93.9%,34.6%,0.7%,0.8%,31.0%,33.9%,33.1%,36.1%
"Survival Summary Page","2010","60 mo",4232,26.21,27.90,26.7%,92.4%,28.9%,0.7%,0.7%,25.3%,28.0%,27.4%,30.3%
"Survival Summary Page","2011","12 mo",4418,26.72,28.44,69.3%,98.5%,70.4%,0.7%,0.7%,67.9%,70.7%,69.0%,71.8%
"Survival Summary Page","2011","24 mo",4418,26.72,28.44,53.4%,97.0%,55.0%,0.8%,0.8%,51.9%,54.9%,53.5%,56.5%
"Survival Summary Page","2011","36 mo",4418,26.72,28.44,41.1%,95.6%,42.9%,0.7%,0.8%,39.6%,42.5%,41.4%,44.5%
"Survival Summary Page","2011","48 mo",4418,26.72,28.44,32.6%,94.3%,34.6%,0.7%,0.8%,31.2%,34.0%,33.1%,36.1%
"Survival Summary Page","2011","60 mo",4418,26.72,28.44,26.1%,92.8%,28.1%,0.7%,0.7%,24.8%,27.4%,26.7%,29.5%
"Survival Summary Page","2012","12 mo",4375,28.35,30.44,70.3%,98.5%,71.4%,0.7%,0.7%,68.9%,71.6%,70.0%,72.7%
"Survival Summary Page","2012","24 mo",4375,28.35,30.44,55.2%,97.1%,56.9%,0.8%,0.8%,53.7%,56.7%,55.3%,58.4%
"Survival Summary Page","2012","36 mo",4375,28.35,30.44,42.4%,95.7%,44.3%,0.8%,0.8%,40.9%,43.9%,42.8%,45.8%
"Survival Summary Page","2012","48 mo",4375,28.35,30.44,33.1%,94.2%,35.1%,0.7%,0.8%,31.7%,34.5%,33.6%,36.6%
"Survival Summary Page","2012","60 mo",4375,28.35,30.44,27.4%,92.8%,29.5%,0.7%,0.7%,26.1%,28.7%,28.1%,31.0%
"Survival Summary Page","2013","12 mo",4610,28.66,30.91,70.2%,98.4%,71.3%,0.7%,0.7%,68.9%,71.5%,70.0%,72.7%
"Survival Summary Page","2013","24 mo",4610,28.66,30.91,54.4%,96.9%,56.1%,0.7%,0.8%,52.9%,55.8%,54.6%,57.6%
"Survival Summary Page","2013","36 mo",4610,28.66,30.91,43.6%,95.5%,45.6%,0.7%,0.8%,42.1%,45.0%,44.1%,47.1%
"Survival Summary Page","2013","48 mo",4610,28.66,30.91,34.2%,94.1%,36.4%,0.7%,0.7%,32.9%,35.6%,34.9%,37.9%
"Survival Summary Page","2013","60 mo",4610,28.66,30.91,28.0%,92.6%,30.2%,0.7%,0.7%,26.7%,29.3%,28.8%,31.7%
"Survival Summary Page","2014","12 mo",4634,29.19,31.61,69.6%,98.4%,70.8%,0.7%,0.7%,68.3%,70.9%,69.4%,72.1%
"Survival Summary Page","2014","24 mo",4634,29.19,31.61,55.2%,96.9%,57.0%,0.7%,0.8%,53.8%,56.7%,55.5%,58.5%
"Survival Summary Page","2014","36 mo",4634,29.19,31.61,44.0%,95.4%,46.1%,0.7%,0.8%,42.6%,45.4%,44.6%,47.6%
"Survival Summary Page","2014","48 mo",4634,29.19,31.61,35.0%,93.9%,37.3%,0.7%,0.8%,33.6%,36.4%,35.8%,38.7%
"Survival Summary Page","2014","60 mo",4634,29.19,31.61,29.3%,92.4%,31.7%,0.7%,0.7%,28.0%,30.7%,30.3%,33.2%
"Survival Summary Page","2015","12 mo",4601,30.12,32.65,71.4%,98.3%,72.6%,0.7%,0.7%,70.1%,72.7%,71.2%,73.9%
"Survival Summary Page","2015","24 mo",4601,30.12,32.65,56.1%,96.7%,57.9%,0.7%,0.8%,54.6%,57.5%,56.4%,59.4%
"Survival Summary Page","2015","36 mo",4601,30.12,32.65,44.8%,95.2%,47.1%,0.7%,0.8%,43.4%,46.3%,45.6%,48.6%
"Survival Summary Page","2015","48 mo",4601,30.12,32.65,36.4%,93.7%,38.9%,0.7%,0.8%,35.0%,37.8%,37.4%,40.4%
"Survival Summary Page","2015","60 mo",4601,30.12,32.65,29.5%,92.1%,32.0%,0.7%,0.7%,28.1%,30.8%,30.5%,33.4%
"Survival Summary Page","2016","12 mo",4879,29.45,31.67,69.4%,98.3%,70.6%,0.7%,0.7%,68.1%,70.7%,69.3%,71.9%
"Survival Summary Page","2016","24 mo",4879,29.45,31.67,55.2%,96.7%,57.1%,0.7%,0.7%,53.8%,56.6%,55.6%,58.5%
"Survival Summary Page","2016","36 mo",4879,29.45,31.67,43.9%,95.2%,46.1%,0.7%,0.8%,42.5%,45.3%,44.7%,47.6%
"Survival Summary Page","2016","48 mo",4879,29.45,31.67,36.6%,93.6%,39.1%,0.7%,0.7%,35.3%,38.0%,37.7%,40.6%
"Survival Summary Page","2016","60 mo",4879,29.45,31.67,31.0%,91.8%,33.8%,0.7%,0.7%,29.7%,32.3%,32.3%,35.2%
"Survival Summary Page","2017","12 mo",4959,29.41,31.84,69.7%,98.4%,70.9%,0.7%,0.7%,68.4%,71.0%,69.5%,72.2%
"Survival Summary Page","2017","24 mo",4959,29.41,31.84,55.1%,97.0%,56.8%,0.7%,0.7%,53.7%,56.4%,55.3%,58.2%
"Survival Summary Page","2017","36 mo",4959,29.41,31.84,44.3%,95.5%,46.4%,0.7%,0.7%,42.9%,45.7%,44.9%,47.8%
"Survival Summary Page","2017","48 mo",4959,29.41,31.84,35.9%,93.8%,38.2%,0.7%,0.7%,34.5%,37.2%,36.8%,39.7%
"Survival Summary Page","2017","60 mo",4959,29.41,31.84,29.8%,92.3%,32.3%,0.7%,0.7%,28.5%,31.1%,30.9%,33.7%
"Survival Summary Page","2018","12 mo",5046,27.84,30.33,68.4%,98.3%,69.6%,0.7%,0.7%,67.1%,69.7%,68.3%,70.9%
"Survival Summary Page","2018","24 mo",5046,27.84,30.33,53.5%,96.5%,55.5%,0.7%,0.7%,52.1%,54.9%,54.0%,56.9%
"Survival Summary Page","2018","36 mo",5046,27.84,30.33,44.0%,94.7%,46.5%,0.7%,0.7%,42.6%,45.4%,45.0%,47.9%
"Survival Summary Page","2018","48 mo",5046,27.84,30.33,35.6%,93.0%,38.3%,0.7%,0.7%,34.3%,37.0%,36.9%,39.7%
"Survival Summary Page","2018","60 mo",5046,27.84,30.33,+,91.3%,+,+,+,+,+,+,+
"Survival Summary Page","2019","12 mo",5248,29.13,31.60,69.2%,98.2%,70.5%,0.6%,0.7%,68.0%,70.5%,69.2%,71.8%
"Survival Summary Page","2019","24 mo",5248,29.13,31.60,54.7%,96.4%,56.7%,0.7%,0.7%,53.4%,56.1%,55.3%,58.1%
"Survival Summary Page","2019","36 mo",5248,29.13,31.60,44.1%,94.8%,46.6%,0.7%,0.7%,42.8%,45.5%,45.1%,48.0%
"Survival Summary Page","2019","48 mo",5248,29.13,31.60,+,93.3%,+,+,+,+,+,+,+
"Survival Summary Page","2019","60 mo",5248,29.13,31.60,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2020","12 mo",5131,28.78,30.78,68.7%,98.2%,69.9%,0.6%,0.7%,67.4%,69.9%,68.6%,71.2%
"Survival Summary Page","2020","24 mo",5131,28.78,30.78,54.8%,96.7%,56.6%,0.7%,0.7%,53.4%,56.1%,55.2%,58.0%
"Survival Summary Page","2020","36 mo",5131,28.78,30.78,+,95.2%,+,+,+,+,+,+,+
"Survival Summary Page","2020","48 mo",5131,28.78,30.78,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2020","60 mo",5131,28.78,30.78,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2021","12 mo",5593,+,+,68.7%,98.1%,70.0%,0.6%,0.6%,67.5%,69.9%,68.8%,71.3%
"Survival Summary Page","2021","24 mo",5593,+,+,+,96.4%,+,+,+,+,+,+,+
"Survival Summary Page","2021","36 mo",5593,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2021","48 mo",5593,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2021","60 mo",5593,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2022","12 mo",5708,+,+,+,98.1%,+,+,+,+,+,+,+
"Survival Summary Page","2022","24 mo",5708,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2022","36 mo",5708,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2022","48 mo",5708,+,+,+,+,+,+,+,+,+,+,+
"Survival Summary Page","2022","60 mo",5708,+,+,+,+,+,+,+,+,+,+,+
